startnode,rating,endnode
5029,1,5027
4291,1,3810
4331,2,4172
4918,10,3725
4253,2,113
5027,1,5031
546,1,5030
5031,1,5027
5030,10,547
4291,1,4114
4114,2,4291
644,1,4833
4833,1,644
5029,10,5032
5032,8,5029
113,2,4253
2252,3,25
3161,1,2252
2977,1,5033
5033,1,2977
5029,3,1394
4635,1,5034
5034,1,4635
5027,-10,4592
5027,-10,4528
5027,10,5028
1394,10,5029
4528,-10,5027
1394,2,4635
3444,1,2296
550,1,35
546,2,5013
4172,1,5035
5034,-1,4867
5037,2,4694
2296,1,4172
4172,1,3641
4304,1,3641
3641,1,4172
2496,2,2296
5037,1,5039
5039,1,5037
1919,1,3452
3452,1,905
4937,1,3168
5041,1,2485
57,1,2165
2165,1,57
2045,1,1810
4559,1,5042
5042,1,4559
4833,1,5028
5009,1,4559
3451,1,5028
35,1,5020
35,1,5043
35,1,5044
35,1,5045
5045,1,35
710,1,5046
5046,2,710
3452,1,3719
2642,1,5047
5047,1,2642
4385,1,5048
5048,1,4385
2642,2,4365
4365,2,2642
4291,5,25
3452,1,4291
3013,1,5029
5029,1,3013
5029,1,5049
5049,1,5029
353,1,3452
4993,2,4172
2485,1,5003
4291,-10,4708
1810,-10,5021
4635,1,4365
5003,1,2485
3451,1,5041
5041,1,3451
4694,3,2110
3641,1,4955
3451,5,2625
3452,1,4937
4937,1,3452
1885,2,5050
1919,1,4867
4172,6,57
113,1,3897
5052,1,4197
5052,-10,4244
5052,-10,4235
905,1,3725
905,2,4635
550,1,4838
5050,3,1885
1396,1,5053
1396,2,125
113,1,3971
4172,-10,1535
4172,-10,4708
1832,1,5028
5028,1,1832
4554,1,3772
4833,2,546
3649,-10,1535
5030,1,4884
1919,2,5054
4197,1,5013
5013,1,4197
644,1,2642
2642,1,644
5055,1,4787
5013,1,5056
1548,2,4197
5013,1,4788
4788,1,5013
2388,-10,5036
2848,1,5057
5057,2,2848
3452,1,4886
4886,1,3452
5054,2,1919
5056,1,5013
5020,1,35
4993,1,5058
5056,1,35
4635,1,4886
4886,1,4635
4635,1,5059
1810,4,1899
113,2,3451
5059,1,5060
5060,1,5059
3611,3,4635
5013,1,2110
4635,3,4592
4592,3,4635
2296,3,5056
5056,2,2296
2642,2,4499
2642,1,5061
5061,1,2642
4635,1,3725
3725,1,4635
1810,-8,5062
1396,1,4172
1018,1,4534
1810,-9,4708
2266,-5,5063
4592,2,4365
4499,2,2642
3897,2,2318
4499,1,4867
361,-10,3
2822,1,545
2388,-10,3
5066,1,5059
5066,1,5064
5066,1,5067
5066,1,5068
5067,1,5068
5068,1,5067
5066,4,5069
5068,1,5069
5069,1,5067
5070,4,5068
5070,2,5067
5070,2,5069
5068,1,5070
5067,5,5070
5066,1,5070
5069,3,5070
5066,1,5071
5071,3,5068
5071,3,5069
5071,1,5070
5068,3,5071
5067,2,5071
5069,5,5071
4857,1,2303
5072,1,5068
5072,1,5067
5067,1,5072
5070,2,5072
5064,-1,5066
2388,-10,5072
2388,-10,5069
2388,-10,5066
2388,-10,5068
2388,-10,5071
4554,1,5073
4554,2,4734
3746,3,4635
4635,3,3746
4884,1,4635
4635,1,4884
2322,2,4937
4937,2,2322
4172,-1,5059
5045,1,4002
2296,1,4562
2125,1,1318
5059,1,4833
1731,3,361
4267,1,5028
4,3,4852
4172,-10,1754
1352,1,4969
3725,1,5074
5075,1,4753
2789,1,4266
2789,1,3260
361,2,2642
4197,1,4114
905,1,5076
4649,1,4197
4635,1,929
4800,1,4635
3746,5,2404
1,2,1318
3040,1,4838
5075,1,4648
2125,-5,5068
2125,-5,5067
2125,-5,5070
1639,1,4833
2125,-5,5077
2125,-5,5021
1420,4,5078
5078,4,1420
4415,1,3976
1018,1,270
1810,1,5025
5025,1,4611
4172,-10,4254
2322,2,5079
3880,3,4204
4172,1,4052
4052,1,4172
5041,1,4172
469,-10,3006
4611,1,5025
3820,1,469
469,1,3820
5033,1,5028
1810,2,2901
5039,-10,4988
4833,1,5056
5056,3,4833
3719,4,4197
3649,1,4833
4833,1,3649
4172,3,361
3718,-10,5081
2125,-1,5082
5075,1,3018
4993,1,5084
4217,3,3750
4553,1,4693
4693,1,4553
4693,1,4884
4884,1,4693
4172,3,4884
4635,1,3824
1735,1,3820
3880,2,5085
5085,2,3880
4172,-10,4934
4114,1,5086
4114,1,5087
5087,1,4114
4119,2,5038
5038,2,4119
4114,2,1764
4114,1,5088
2755,1,4172
5089,1,5013
5013,1,4004
5025,1,5013
5013,1,5025
5064,1,1565
4553,1,5064
4850,2,3837
35,1,5091
35,1,5056
5013,2,3451
5092,1,215
5044,2,4551
215,5,3957
4516,2,2313
2313,1,5093
5093,1,2313
4833,1,4365
4365,1,4833
1615,1,5093
3820,1,546
546,1,3451
5094,1,546
4635,2,3820
3820,2,4635
4635,4,905
5045,1,3750
4114,1,1471
1471,1,4114
3820,2,4197
4840,1,1471
3750,1,5045
5064,1,1471
1565,2,5064
5013,1,5088
5088,1,5013
5013,1,4515
4515,1,5013
5086,1,5096
5096,10,5086
5096,-10,1810
4800,2,4291
1810,-10,5096
1810,-10,5086
5073,1,4554
5073,1,35
3099,4,5097
3820,1,5098
2266,-5,1628
2296,2,5099
5013,-10,5036
5046,2,4635
4635,1,5046
3824,5,2642
2642,4,3824
1731,7,1018
1352,-1,2661
1352,-1,1154
1352,3,4860
5064,-1,4890
1352,-3,5100
1832,-10,4890
4833,-10,4890
1334,10,361
4172,-10,4890
4852,1,5101
5025,1,4833
2789,1,4477
5073,1,5013
4172,-10,4434
5098,1,1508
546,1,3824
5098,1,3820
4551,-10,4434
4551,2,5044
4551,3,3099
3099,1,4551
4969,1,5104
4969,1,545
4385,2,3572
5013,1,5073
5105,1,3824
2472,1,5013
5013,1,2472
550,1,4172
4172,1,550
4788,1,5086
2125,-10,5106
664,-1,1154
2125,-10,5108
2125,-10,5109
2125,-10,5111
2125,-10,5113
2125,-10,5083
5115,1,4937
2318,3,3897
4172,-10,574
1389,1,4841
4172,3,4570
5044,1,4570
4570,1,3099
5028,1,2303
361,3,4172
4172,2,1832
1832,3,4172
4554,1,5117
546,2,2397
3750,2,900
4172,-10,1612
4611,3,4172
57,2,4197
5118,1,3750
5013,1,5119
5115,1,5086
3824,3,5105
4635,1,5119
5119,1,4635
4611,-1,4424
3452,-1,25
2942,1,4762
4762,1,2942
4884,6,4320
3714,1,625
4172,1,5121
4267,1,4511
3047,1,5041
5041,1,3047
4867,1,3427
3427,1,4867
4136,2,4197
3880,1,5122
304,2,4197
4197,2,304
4197,2,4937
5046,3,2642
3451,1,3910
905,1,5123
3897,1,3820
3820,1,3897
5115,1,4197
4197,1,5115
2131,1,5123
4554,1,5124
5013,1,4389
5124,1,4554
3272,1,2131
2131,1,3272
3897,1,2131
2131,1,3897
4315,1,5125
5125,1,4315
5125,2,5127
4315,5,1154
2131,1,4833
5123,5,2131
4125,1,2404
2404,1,4125
1731,1,3837
2045,1,3837
4833,-10,5115
4197,3,1548
1018,2,3713
5128,1,4365
1648,-10,5115
4833,1,5013
5101,1,4635
1648,-1,2877
1316,1,4365
1316,1,4172
3772,3,5130
5130,1,3772
4841,1,1389
4970,1,4942
4942,1,5097
4942,1,5103
4942,1,5120
4942,1,4970
4942,2,35
3880,2,2378
4515,1,3452
2378,1,5133
5133,1,2378
5013,1,3897
3897,1,5013
3828,1,3649
3649,1,3828
3649,1,5025
3725,2,4315
4559,-10,5080
5129,10,5080
5080,5,5129
2388,-10,5129
2388,-10,5080
4559,-10,5129
4899,-5,3571
3278,9,57
35,1,5134
35,1,5135
35,1,5137
4172,5,3319
4838,-10,25
5013,-10,25
4119,1,5138
4884,3,4592
2296,3,1815
35,2,3040
5074,2,4315
5139,1,1919
3750,3,2565
4833,1,4709
1735,-2,1154
4365,2,5101
5101,2,4365
3429,10,3649
3429,7,4788
35,1,5141
4937,1,4172
4291,1,5142
5143,1,4172
4515,1,5138
5138,1,4515
3598,10,57
3714,7,4291
905,1,5144
5144,1,905
905,-10,4890
2230,3,1656
4554,1,5145
5145,1,4554
215,1,5142
5142,1,215
57,5,4833
4833,1,313
3465,2,4921
4921,2,3465
4942,1,5146
2125,-10,5147
2125,-10,5148
4559,-10,5147
1810,-9,5149
313,1,4833
57,3,3598
5146,1,4942
4172,4,3649
3649,6,4172
4559,-10,5152
4694,1,3229
1565,2,1529
100,-10,4198
4833,2,5139
5139,2,4833
540,1,4833
1731,5,4172
2388,1,5139
4833,2,4884
2125,-10,5153
361,-1,1277
361,-10,5153
5139,1,4611
3452,1,1832
1334,1,3452
2125,-10,5154
1517,1,4004
4937,3,4833
35,1,5155
35,1,5156
202,-2,1948
4172,5,1731
5157,5,1352
3649,1,5139
5139,1,3649
4559,-10,5159
2045,-10,5159
1953,1,5025
5025,3,1953
4899,1,4559
3504,10,3837
5163,10,3504
5101,1,2252
2045,-10,5164
2045,-1,2958
3880,1,5165
5165,1,3880
2125,-10,5160
2125,-10,5167
2125,-10,5168
2125,-10,5171
2125,-10,5164
2125,-10,5172
2125,-10,5173
2125,-10,5159
2125,-10,5107
5156,2,4197
3904,1,5175
5175,5,3904
2125,-10,5176
5132,2,905
192,5,896
1316,1,304
1018,4,3406
2125,-10,5177
625,2,3714
3527,-1,1490
3527,-1,1473
4611,1,5178
3527,-1,1576
1052,5,448
1052,4,5179
5180,1,3707
4833,4,4937
1363,-10,204
3804,1,4899
4592,1,4515
5175,1,3649
4515,1,4592
4559,1,4532
4532,1,5183
4559,1,2045
2045,1,4559
4238,1,5184
5184,1,4238
4172,-10,5185
4172,-10,347
2125,-10,5185
3527,-2,204
2635,-3,204
4525,-2,204
3649,1,5186
4204,-3,204
3527,2,1363
3527,2,1
3527,1,1953
1565,4,2045
2045,4,1565
1953,-10,204
4694,2,4515
4197,1,3904
546,1,5187
4515,2,4694
1352,-3,1001
4559,2,3527
4559,-1,2538
4559,-10,5189
2233,-10,5189
4559,2,1
2125,-10,5189
2125,-10,5191
5192,1,5186
5025,1,2233
2233,1,5025
4592,1,4238
4511,1,5194
1352,2,4921
5186,1,5195
4899,-1,1922
2125,-10,5196
5193,1,5197
5197,1,5193
5193,1,5198
4559,-10,5193
4559,-10,5197
4559,-10,5198
5198,1,5193
5198,1,5197
5197,1,5198
4511,1,2531
5193,-10,5199
5197,-10,5199
4559,-10,4688
2404,1,4871
4559,-10,4748
5199,-10,5198
5193,-10,2045
5199,-10,5193
5193,-10,4559
5197,-10,4559
5197,-10,2045
5197,-10,3719
5193,-10,3719
5193,-10,4172
5199,-10,5197
5197,-10,4172
5198,-10,4172
5198,-10,1953
5197,-10,1953
5193,-10,1953
4559,-10,5200
5193,10,5200
5200,-10,4172
5200,-10,3719
5200,-10,4899
5200,10,5201
5201,-10,4559
5201,-10,2045
5201,-10,3719
5201,-10,4172
5201,-10,1953
4559,-10,5202
5202,-10,4559
5202,-10,2045
5202,-10,3719
5202,-10,4172
4559,-10,5203
5202,10,5203
5203,-10,4559
2045,-10,5201
5203,-10,2045
5203,-10,4172
5203,-10,1953
2045,-10,5203
5193,10,5204
2045,-10,5204
2045,-10,5205
2045,-10,5197
2045,-10,5198
4559,1,5206
4172,1,5206
5186,-10,5193
2125,-10,5193
2125,-10,5197
2125,-10,5198
2125,-10,5200
2125,-10,5201
2125,-10,5202
2125,-10,5203
4511,2,5144
1,1,4172
4172,1,1
4172,3,4197
4197,4,4172
2125,-10,5204
1,1,4559
4197,3,2942
4172,1,5208
2125,-10,5207
2125,-10,5209
1998,2,35
5091,2,35
2063,4,4172
5146,1,5186
550,1,1565
3099,3,4833
4172,-10,1348
3725,3,4172
2125,-10,5210
4172,-10,5192
4172,-10,4983
5211,1,35
4172,-10,2590
4172,1,5212
2388,1,550
280,1,3583
5175,2,280
5195,1,5213
5213,2,5195
2647,-10,5214
3750,-2,5118
4172,5,4360
4291,2,3630
3630,3,4291
5195,1,5215
5215,1,5216
5216,1,5215
2125,-2,5216
1810,-10,5215
5217,1,3099
4694,1,5219
5219,-10,5195
35,-1,5220
2125,-10,5222
2125,-10,5223
4360,1,41
41,1,4360
4172,6,2934
1731,3,1832
3828,1,5076
3229,1,3107
3107,1,3229
5028,2,3107
5139,1,4649
4649,1,5139
2378,1,5224
4779,1,1894
5217,1,4840
4840,1,5226
3804,1,1334
5115,-10,4840
4172,-10,5115
2125,-2,5115
2431,2,4304
2378,2,4172
4172,-10,777
2942,1,5228
5228,-10,5217
1731,1,41
4172,-10,5217
3831,-10,5217
4840,-1,5217
4840,1,4304
4304,1,4840
2125,-10,5230
4592,1,5139
2045,-1,3531
4840,1,1810
5228,1,5231
5231,1,5228
5231,1,3107
3107,1,5231
5213,-10,5228
2125,-2,5195
2125,-2,5213
905,-2,5195
905,-2,5213
905,-2,5217
5234,10,3452
3099,-1,5217
5231,1,3904
3904,1,5231
4197,1,5231
2125,-2,5231
3897,1,5231
4172,-10,5231
4291,1,2306
5228,1,3040
3040,1,5228
4611,1,5228
4365,1,4611
4611,1,4365
3040,1,5236
5236,1,3040
5237,10,5239
5239,10,5237
5238,-10,5235
5238,-10,5239
4559,-10,5239
2125,-2,5237
4559,-10,5237
2125,-2,5235
5227,1,5241
5241,1,5227
4398,1,5242
5242,1,4398
2125,-1,5243
4840,1,5242
33,1,3107
3107,1,33
3107,2,1334
1953,-1,1733
3837,-1,1334
35,1,5229
35,1,5247
35,1,5248
5242,5,5246
5246,5,5242
3630,4,4197
4197,3,3630
280,1,4499
2642,-1,3831
5025,-1,4251
4499,1,280
5028,1,5249
5028,1,5250
5249,1,5250
5250,1,5249
5250,1,5028
4361,7,4334
4291,7,4370
4238,-10,4592
3630,2,905
905,1,3630
4884,3,5025
5025,2,4884
4553,1,280
2125,1,4635
2045,-1,5245
5248,1,35
1324,1,5251
4694,1,1052
625,1,3452
625,2,1810
3649,2,2110
5251,3,5227
4291,1,5025
3714,5,1802
4291,1,4840
4840,1,4291
280,1,4840
4650,1,4525
4525,1,4650
280,1,3000
3649,1,3000
3000,1,280
5227,1,35
905,5,4197
2303,1,3452
4304,10,4172
4937,-1,4709
280,1,5254
4925,1,4119
3699,2,280
280,1,4291
280,1,4838
4838,1,280
4197,2,3545
3545,2,4197
5255,1,5227
5227,1,346
5255,1,4554
5227,3,5103
3656,1,3545
3545,1,3656
2318,1,4119
5143,5,5121
4131,1,4499
4499,1,4131
905,6,1565
2303,1,5257
5257,1,2303
5258,1,2635
4925,1,4197
4197,1,4925
468,1,5255
5255,1,468
3719,1,3988
1885,1,905
905,1,1885
4499,2,5025
4553,4,905
5251,-1,3734
1502,1,2304
4850,3,4291
3897,2,4943
1363,1,159
2934,8,4172
13,-2,705
5260,1,93
3545,4,4833
5175,1,4833
2313,1,2042
2313,1,4767
2313,1,5261
3837,10,3897
4833,1,5228
2125,-2,5262
5227,2,5054
3099,1,5263
5234,3,3804
2635,1,5264
4562,1,5146
5146,1,4562
5151,3,3880
3880,3,5151
3880,1,5224
5224,1,3880
5224,1,2378
469,1,3699
5025,-1,5227
2042,1,2313
51,1,4172
5257,1,51
4172,2,5224
5224,2,4172
2635,1,5224
5224,1,3422
4840,1,4833
4833,1,4840
3630,1,4833
35,1,5265
1919,1,3000
905,1,3699
3699,1,905
4833,1,3910
3910,1,4833
4833,1,4197
4197,1,4833
2388,1,5267
4315,2,5218
5265,5,35
3000,1,1919
5269,1,2045
4833,2,2625
2625,2,4833
905,6,1018
2125,-2,5270
4172,1,5269
2125,1,1585
4197,3,3194
5271,1,4002
3272,6,1018
4197,1,2901
2835,1,5272
546,1,1850
5103,3,51
51,3,5103
4694,6,1731
446,1,4197
4197,1,446
4320,8,4884
5141,1,3649
5228,3,4197
5025,2,4593
2388,1,4833
2388,1,2318
5025,-2,5141
625,1,5227
3018,-10,3776
2399,-10,5188
2387,-10,3776
4172,-10,3776
5269,1,4172
4172,1,146
146,1,4172
4365,1,4592
4291,7,4197
4197,5,4291
4172,-1,4592
35,1,5227
35,1,5274
2125,-2,5276
4833,4,2642
3451,-10,4592
3804,1,5228
5228,1,3804
2125,-1,5277
2305,2,4002
4002,2,2377
3229,1,3897
4002,2,5271
5267,1,3804
5267,1,4774
5103,1,4833
4833,1,5103
2318,5,1565
4119,1,3897
3897,1,4119
215,1,3656
5279,1,4172
4635,1,5280
4833,1,3781
1508,1,550
550,1,1508
2125,-2,5281
4833,2,215
215,2,4833
4833,1,3229
4779,1,4266
4315,1,5282
3725,1,5283
5283,1,3725
4172,1,4649
3598,5,4833
1731,1,2835
3451,1,4833
3714,10,5284
4833,1,4553
4553,1,4833
4838,-10,5285
1585,1,3452
2110,1,2012
2012,1,2110
4758,-2,5288
2125,-2,5289
2125,-2,5285
5286,1,5290
2125,-2,5291
2305,5,5287
5287,5,2305
4197,2,3317
2110,2,4694
4649,1,5293
5293,1,4649
35,1,5294
5292,1,4315
2125,-2,5295
4833,1,3904
3904,1,4833
5286,1,5228
5228,1,5286
5228,1,5296
4291,5,5297
3099,8,5297
4559,1,1670
4267,1,3988
5298,1,3988
5298,1,4925
732,7,2063
3988,-5,5300
4511,2,1938
1938,2,4511
5255,4,5286
5286,4,5255
4833,3,5297
5297,5,4291
3452,1,1850
4320,1,2131
2131,1,4320
5255,1,2131
4291,5,1832
5134,5,35
3897,2,5103
5103,2,3897
5286,1,5302
5302,3,5286
2125,-2,5303
280,4,3699
4172,-10,5304
3897,1,5280
5280,1,3897
3897,1,4251
4611,1,5298
5298,1,4611
2642,1,280
280,1,2642
468,2,280
280,1,468
3837,1,3820
2296,2,4771
3897,3,4635
4649,1,5280
5280,1,4649
1930,-3,1850
5298,2,280
550,1,280
1810,-5,5305
5286,2,3429
3429,2,5286
5286,1,4771
280,3,160
280,1,1565
3630,5,280
3897,6,1565
1565,1,280
5275,2,2296
5275,2,3988
4360,1,3837
280,1,5259
5259,1,280
280,1,5307
5307,1,280
4511,2,3425
905,2,4833
4921,2,3099
3649,1,4771
280,1,5308
5308,5,280
280,1,4461
5310,1,3988
2125,-1,5298
4291,1,3229
3725,1,5296
2318,1,5312
5312,1,2318
4521,5,280
5296,1,5310
5294,2,35
3714,1,5315
4694,1,4213
4213,1,4694
4840,1,4197
4291,4,1731
2942,1,732
732,1,2942
35,1,1245
4559,2,5005
3527,1,4559
1352,5,5317
1352,1,5318
3714,1,2934
2125,-2,5319
905,1,5321
5321,1,905
3649,1,5294
5294,1,3649
5322,1,3988
4172,2,3345
4833,3,3820
3820,3,4833
5227,1,3649
33,1,1850
4833,1,1412
2125,-1,5323
2125,-1,5324
2125,-1,5325
2125,-2,5327
2125,-2,5328
2125,-2,5329
2125,-2,5330
2125,-2,5332
2125,-2,5333
4833,9,4611
2125,-1,5335
4559,-2,5336
2125,-2,5337
5221,6,4315
4758,3,25
1565,3,3452
2125,-2,5338
1731,3,4291
5227,1,5294
5294,1,5227
5296,2,5309
2045,1,4611
1245,2,5287
2125,-2,5340
2125,-1,5343
4511,1,4771
4771,1,4511
1731,1,5315
2125,2,905
4172,-2,5344
5287,2,1245
5312,1,5345
5345,1,5312
5255,5,280
280,5,5255
2281,1,5339
5339,1,2281
5227,1,4532
4532,1,5227
3988,2,5227
4780,-1,5346
2318,1,2388
2125,-2,5346
2045,1,4852
3988,1,4852
1819,1,5348
2125,-2,5350
2243,3,353
4833,2,4515
4515,2,4833
3427,1,3988
3988,1,3427
3988,3,5339
988,3,4090
5339,3,3988
892,1,5353
3452,1,4833
1731,2,4717
1731,5,4833
4852,1,2045
4833,5,1731
2835,1,5227
3452,7,3804
2835,1,361
5355,1,2835
5296,7,5255
5255,7,5296
1352,1,2127
4559,1,5065
4559,1,1352
2125,-2,5357
4649,1,5227
5227,1,4649
3528,2,4559
1735,2,3319
1735,1,4559
5352,1,4925
4925,1,5352
3988,2,5155
3988,2,5310
5249,1,5316
4921,2,4833
4833,3,4921
5356,3,988
4925,1,5358
5358,1,4925
4833,1,3528
3528,1,4833
3988,2,4002
3988,1,1919
5359,1,5360
5360,1,5359
4204,2,5360
1565,6,1731
4291,1,5358
5358,1,4291
3897,1,550
550,1,3897
3000,2,3649
5294,1,5228
4419,1,2625
5363,1,1850
3656,2,215
3345,3,280
3345,1,4562
3345,1,4440
4440,1,3345
4562,4,4511
4511,3,4562
2388,-10,2017
4649,2,3910
3910,2,4649
5312,-10,5364
35,2,1528
4172,1,3451
3988,2,4267
4172,-10,4075
5365,1,3345
51,1,1508
4569,1,2318
2318,1,4569
4717,1,1731
3746,1,5366
5366,1,3746
4002,2,3988
5312,1,5367
4291,1,4945
3988,3,4694
5255,2,4511
1731,4,2942
1894,1,3901
4291,1,4389
4389,1,4291
5353,2,1998
1998,5,5353
1585,2,1565
4499,1,2310
2310,1,4499
905,2,1731
3820,4,3988
35,2,5255
35,1,1394
4694,1,1394
5368,2,5363
3820,3,5294
5294,3,3820
1528,3,1363
905,2,3988
5280,1,905
5312,2,5280
481,6,3714
5370,-10,5312
5312,-10,5370
5312,-10,5371
3988,-3,5312
2125,-1,5374
2125,-1,5375
2125,-1,5376
2125,-1,5379
2125,-1,5380
5363,-10,5380
5363,-10,5373
5363,-10,5377
5363,-10,5379
5363,-10,5382
2625,1,4649
5280,1,4694
3040,1,5372
1953,2,3880
3880,2,1953
5280,1,5383
5383,1,5280
4131,2,3988
3988,2,4131
2378,1,5384
5384,1,2378
4291,1,5228
5228,1,4291
905,-10,5132
5255,1,4365
2125,-1,5388
2125,-1,5387
2125,-1,5389
3572,1,4385
3572,1,4211
3572,1,1001
3572,-10,1154
3572,-10,2661
3572,-10,2028
3572,1,500
4694,5,2136
2125,-2,5391
2125,-2,5392
1528,1,5393
2136,5,4694
892,1,4360
2125,-1,5394
1953,1,3394
3394,1,1953
5363,-10,5395
3880,1,5384
1938,1,3988
3714,1,905
3452,4,1565
3452,2,1731
3452,-7,3
1731,1,25
3018,1,5390
5347,5,3988
3988,2,5280
3988,3,5347
3503,2,4611
2642,1,4559
2642,6,3714
2642,1,4320
4611,1,2625
2625,1,4611
2642,1,5398
5398,1,2642
3452,-10,5396
5251,1,5397
5397,1,5251
3988,2,5362
5362,3,3988
5398,1,3988
5353,-10,62
3018,5,3880
2125,-1,5400
2125,-1,5401
3880,5,3018
3880,2,5041
5041,3,3880
4611,2,2642
2642,3,4611
1998,-1,62
546,1,3988
5251,1,3988
3429,5,2642
2642,5,3429
5398,1,5251
3966,2,5366
5366,2,3966
4867,1,4635
4172,5,4304
4385,1,2322
4559,1,4518
5251,1,905
1953,10,5404
5251,4,1648
1648,3,5251
4172,1,5404
5404,1,4172
3988,2,1938
5352,1,3988
3630,3,3897
2125,-2,5405
2125,-2,5407
5403,1,4291
3966,2,5408
5408,2,3966
3000,1,3194
3194,1,3000
3988,1,5409
5408,3,2289
2289,3,5408
4611,1,5410
3427,2,3040
35,5,5412
3988,1,4516
4516,1,3988
3897,1,5255
5255,1,3897
3000,1,3746
4291,5,4694
5353,2,5384
5403,1,4694
3714,2,5408
905,1,5408
4694,3,5403
4694,5,4532
5408,2,5414
5414,3,5408
5415,6,5414
3897,10,905
905,1,5251
4385,-1,1154
5415,2,5416
5416,1,5415
905,1,3714
2310,1,2063
905,1,4611
905,3,4649
4780,5,4308
4649,4,905
4291,3,5408
5408,1,4611
4611,1,5408
1810,1,5417
1,1,703
5146,1,5251
5251,1,5146
5419,1,5251
5408,1,5420
5420,8,5415
5415,2,5420
5420,1,5408
1363,1,3966
3966,1,1363
5367,1,5421
4532,1,1832
1832,2,3040
5421,1,5367
5422,8,215
4532,4,4694
3649,3,905
4244,-10,5367
5408,1,5423
5423,2,5408
5403,1,4925
4925,1,5403
5403,2,5255
1318,5,5424
5155,2,3988
3988,1,5426
5426,1,3988
1939,1,2123
1939,1,5427
5427,1,2123
5427,1,1939
5428,1,7
5428,1,5429
5429,2,7
5429,1,5428
2125,-1,5430
2125,-2,5312
2125,-1,5431
2125,-2,5367
5428,1,5432
5432,1,5428
7,1,5432
7,2,5428
4362,3,280
5366,-1,4385
3919,1,3527
1735,1,664
3013,1,5403
4518,2,4559
1,2,5418
4291,4,1
1,2,4291
4385,-1,5366
5432,1,4922
4922,1,5432
5418,4,1
3040,1,1
5432,1,4553
3804,7,3452
1363,3,6
3319,5,1
1,1,3319
4244,1,5435
5253,4,280
280,2,5253
1396,8,1
2125,-1,5436
5212,10,3630
3630,10,5212
5425,4,3988
4753,10,5438
5438,10,4753
5384,1,62
3707,1,5440
5065,-2,62
5403,1,5398
3707,-5,2661
5398,1,5403
3572,-10,62
4860,-10,62
4649,1,4515
4515,1,4649
4812,10,5384
4812,-10,4172
3988,3,5228
5228,2,3988
1018,-10,3
1018,-10,62
4921,-2,905
3919,1,1
3919,2,192
4812,2,5441
3988,-10,5441
3988,-10,5384
5441,10,5384
5441,-10,4172
3452,1,361
4172,-10,5441
4291,5,5442
5442,8,4291
3988,2,2318
2318,2,3988
1731,1,3804
5403,1,4867
4867,1,5403
5251,2,5434
3804,-10,1656
4694,2,4419
3609,-1,62
3988,4,3919
4172,4,3988
3527,-10,5384
3527,-10,4812
3527,-10,5441
3988,4,3820
3988,-10,5346
481,3,3429
3545,1,3804
5403,2,4515
5251,1,5444
5444,1,5251
4611,1,5251
5251,1,3429
1810,-10,3366
4559,-2,3743
3653,-10,4163
4925,1,5443
4833,-4,1656
4365,1,1731
1731,1,4365
5251,1,4611
1670,1,4335
4335,1,1670
3988,1,5445
5251,-10,2755
5353,10,4172
4921,2,4291
1953,-1,3504
5251,1,5446
3527,-10,5447
361,-10,25
5443,2,1832
1832,1,5443
3640,1,1693
3988,3,481
3746,7,4562
4562,7,3746
5175,2,3988
3988,2,5175
5269,1,5360
5345,1,5448
5448,1,5345
2730,1,2378
4172,-10,5448
4172,-10,5345
3988,1,5383
4172,-4,4251
3897,1,5449
3897,2,3988
5397,1,3714
5397,1,3452
3707,6,1352
3707,1,3572
3707,1,2388
3988,2,3897
3714,2,5451
4125,1,4197
4197,1,4125
4780,5,4315
4694,3,3000
3000,3,4694
280,-3,1850
1565,-1,905
5269,1,1953
1565,-5,2212
2614,1,5453
4515,4,280
280,5,4515
1953,-10,5454
3452,1,5403
2045,1,5455
5403,1,4209
4209,1,5403
4291,1,4867
3988,1,5306
5403,2,905
3988,3,4125
4217,-1,3504
5403,1,4608
4608,1,5403
5417,1,5456
1,9,1615
1615,9,1
5403,2,3714
5403,2,2063
361,1,1352
2063,2,5403
5403,3,4365
4365,3,5403
2303,1,5397
5397,1,2303
3714,2,5403
4205,1,3988
3988,2,3172
3172,2,3988
5458,10,3982
3572,1,4921
4172,-10,3380
2125,-8,62
4197,1,3699
1018,-2,2028
2125,1,4611
1731,1,3699
3699,1,1731
1437,10,35
1018,1,2486
3988,1,5459
5443,1,5403
4649,1,5460
5460,1,4649
2934,-10,5461
1334,4,1731
5028,2,4267
3714,1,3452
3897,10,4291
4611,4,5403
3897,4,1832
4611,3,3000
2486,1,1018
4649,1,4365
4365,1,4649
1318,-10,6
3910,5,3988
3988,4,3910
5413,3,5411
3988,1,3781
4829,1,5079
5079,1,4829
4828,2,5079
5079,2,4828
1731,1,4304
4304,1,1731
5413,9,5464
3897,3,5403
5403,1,3897
3988,1,5465
3988,2,4205
3452,1,5466
4304,1,3837
3837,1,4304
5287,4,988
5403,8,4611
2125,-2,5467
35,1,5468
35,1,4642
3746,4,5403
5403,4,3746
4993,1,4949
3988,4,5255
4304,3,3988
3919,-1,1896
5028,2,3630
5028,1,4197
3630,4,3988
3988,4,3630
361,1,3897
3897,1,361
3988,2,3982
1731,3,3988
3988,1,3040
4291,1,5469
4291,2,3317
4649,1,5470
5470,1,4649
3988,-5,5471
5363,-10,2987
2835,-1,2725
5363,1,5311
4611,1,4189
4189,1,4611
4867,1,5473
5363,4,4291
5472,1,2642
35,1,5474
35,1,5475
4611,1,5476
